,댓글인덱스,추가일시,전체인덱스,채널명,채널인덱스,댓글내용,좋아요
30391,30392,13 14:48:58,16289,LilySeeun릴리세은,947,몸무게뭐에요,0
30392,30393,13 14:48:58,16289,LilySeeun릴리세은,947,키몇이에요,0
30393,30394,13 14:48:58,16289,LilySeeun릴리세은,947,발사이즈얼마에요,0
30394,30395,13 14:48:58,16289,LilySeeun릴리세은,947,신발어디꺼신으세요,0
30395,30396,13 14:48:59,16290,LilySeeun릴리세은,948,Q대학에서 무슨 과다니는지 아님 주로 어떤 수업이 좋은지알 수 있을까요,0
30397,30398,13 14:48:59,16291,LilySeeun릴리세은,949,매니저나 편집자가 따로 있나요,0
30399,30400,13 14:49:00,16293,LilySeeun릴리세은,951,음 언니 제가 올해로 대학생인데 어떻게 하면 언니처럼 이뻐질 수 있죠,0
30401,30402,13 14:49:00,16293,LilySeeun릴리세은,951,알려주세요,0
30402,30403,13 14:49:00,16294,LilySeeun릴리세은,952,언제부터 성대모사를 하기시작하셨나요,0
30403,30404,13 14:49:00,16294,LilySeeun릴리세은,952,캐나다에서 공부하면서 힘든점은 무엇인가요,0
30404,30405,13 14:49:00,16294,LilySeeun릴리세은,952,가족관계는 어떻게 되나요,0
30405,30406,13 14:49:00,16294,LilySeeun릴리세은,952,몇살이신가요,0
30406,30407,13 14:49:01,16295,LilySeeun릴리세은,953,Q왜 닉네임이 릴리세은 인가요,0
30407,30408,13 14:49:01,16295,LilySeeun릴리세은,953,Q혹시 꿈이 무엇인가요,0
30408,30409,13 14:49:01,16295,LilySeeun릴리세은,953,Q성대 모사 어떻게 하시나요,0
30411,30412,13 14:49:01,16296,LilySeeun릴리세은,954,마지막에 넣어주시면 감사해요,0
30412,30413,13 14:49:01,16296,LilySeeun릴리세은,954,Q덕자들 사랑하나요,0
30414,30415,13 14:49:02,16298,LilySeeun릴리세은,956, 자취하나요,0
30415,30416,13 14:49:02,16298,LilySeeun릴리세은,956, 캐나다에 언제부터 살게 되었나요,0
30417,30418,13 14:49:03,16299,LilySeeun릴리세은,957,남친있나요,0
30419,30420,13 14:49:03,16299,LilySeeun릴리세은,957,죄송하지만나이가어떻게되요,0
30421,30422,13 14:49:04,16300,LilySeeun릴리세은,958,성대모사 제일 자신있은게 뭐에요,0
30422,30423,13 14:49:04,16300,LilySeeun릴리세은,958,남자친구는 혹시 있나요,0
30423,30424,13 14:49:04,16300,LilySeeun릴리세은,958,남자친구가없다면 이상형이나 좋아하는 사람있어요,0
30424,30425,13 14:49:04,16300,LilySeeun릴리세은,958,동생있던데 동생은 몇살이에요,0
30426,30427,13 14:49:05,16301,LilySeeun릴리세은,959,한국에오시나요,0
30427,30428,13 14:49:05,16301,LilySeeun릴리세은,959,캐나다에계속있으시나요,0
30428,30429,13 14:49:05,16301,LilySeeun릴리세은,959,한국에자주오시나요,0
30429,30430,13 14:49:05,16302,LilySeeun릴리세은,960,Q 성대모사를 시작한 계기가 무엇인가요,0
30430,30431,13 14:49:05,16302,LilySeeun릴리세은,960,♥Q 어떻게 하면그렇게 이쁠수 있나여♡♡Q 왜 캐나다로 가셨나요,0
30432,30433,13 14:49:05,16303,LilySeeun릴리세은,961,왜 이케 이쁘세뇨,0
30433,30434,13 14:49:06,16304,LilySeeun릴리세은,962,몇살이세요,0
30434,30435,13 14:49:08,16305,LilySeeun릴리세은,963,Q한국은 언제오시나요,0
30435,30436,13 14:49:08,16305,LilySeeun릴리세은,963,Q가족은 어떻게 되있나요,0
30436,30437,13 14:49:08,16305,LilySeeun릴리세은,963,유튜브시작한 계기는Q옷은 어디서 사요,0
30437,30438,13 14:49:08,16305,LilySeeun릴리세은,963,Q몇살이에요,0
30438,30439,13 14:49:08,16305,LilySeeun릴리세은,963,Q남친있어요,0
30439,30440,13 14:49:08,16305,LilySeeun릴리세은,963,Q이름을 릴리세은이라고 하신 까닭은 뭐에요,0
30440,30441,13 14:49:08,16305,LilySeeun릴리세은,963,Q친구중에 유학온 한국친구있나요,0
30441,30442,13 14:49:08,16305,LilySeeun릴리세은,963,Q인종차별 당하나요,0
30442,30443,13 14:49:08,16305,LilySeeun릴리세은,963,Q유튜브찍을때 카메라로 찍어요,0
30443,30444,13 14:49:08,16305,LilySeeun릴리세은,963,휴대폰으오 찍어요,0
30444,30445,13 14:49:08,16305,LilySeeun릴리세은,963,Q휴대폰 뭐써요,0
30446,30447,13 14:49:08,16305,LilySeeun릴리세은,963,편집 컴퓨터로해요,0
30447,30448,13 14:49:08,16305,LilySeeun릴리세은,963,휴대폰으로 써요,0
30448,30449,13 14:49:08,16305,LilySeeun릴리세은,963,편집앱 뭐써요,0
30449,30450,13 14:49:10,16306,LilySeeun릴리세은,964,남친있나여,0
30450,30451,13 14:49:10,16306,LilySeeun릴리세은,964,캐나다에 살아여,0
30451,30452,13 14:49:10,16306,LilySeeun릴리세은,964,성대모사 왤케 잘해여,0
30452,30453,13 14:49:10,16306,LilySeeun릴리세은,964,동생이랑 친해지는 법 좀 알려주세요,0
30453,30454,13 14:49:10,16306,LilySeeun릴리세은,964,동생이랑 어떻게 그렇게 친해여,0
30454,30455,13 14:49:11,16307,LilySeeun릴리세은,965,왜이렇게이쁜가요,0
30455,30456,13 14:49:11,16307,LilySeeun릴리세은,965,동생이진짜싫을때가언제예요,0
30456,30457,13 14:49:11,16307,LilySeeun릴리세은,965,캐나다에사시나요,0
30457,30458,13 14:49:11,16307,LilySeeun릴리세은,965,이름이릴리세은이된계기가무엇인가요,0
30460,30461,13 14:49:11,16308,LilySeeun릴리세은,966,왜 외국으로 가셨낭요,0
30461,30462,13 14:49:12,16309,LilySeeun릴리세은,967,한국에 언제오실 건가요,0
30462,30463,13 14:49:12,16309,LilySeeun릴리세은,967,남친 있으세요,0
30463,30464,13 14:49:12,16309,LilySeeun릴리세은,967,예뻐지는 비결이 뭔가용,0
30464,30465,13 14:49:13,16310,LilySeeun릴리세은,968,Q가족들의 구성원 나이가 어떻게 되나요,0
30465,30466,13 14:49:13,16310,LilySeeun릴리세은,968,Q유튜브를 시작한 계기가 무엇인가요,0
30466,30467,13 14:49:13,16310,LilySeeun릴리세은,968,Q단발머리 잘 어울릴 것 같은데 단발 하실 생각 없으신가요,0
30467,30468,13 14:49:13,16310,LilySeeun릴리세은,968,Q캐나다에 간 이유와 한국에 오실 생각 있으신가요,0
30468,30469,13 14:49:13,16310,LilySeeun릴리세은,968,Q언니만 캐나다에서 사는건가요,0
30469,30470,13 14:49:13,16310,LilySeeun릴리세은,968,가족 모두 사는건가요,0
30470,30471,13 14:49:14,16311,LilySeeun릴리세은,969,캐나다랑 한국이랑 다른 점이 있나요,0
30471,30472,13 14:49:14,16311,LilySeeun릴리세은,969,캐나다로 간 계기가 있나요,0
30472,30473,13 14:49:14,16311,LilySeeun릴리세은,969,성대모사의 비법은 무엇인가용,0
30473,30474,13 14:49:15,16312,LilySeeun릴리세은,970,몇살이에요,0
30474,30475,13 14:49:15,16312,LilySeeun릴리세은,970,되고싶은 직업잇어요,0
30475,30476,13 14:49:15,16312,LilySeeun릴리세은,970,좋아하는 배우이상형최근 보는 드라마눈,0
30476,30477,13 14:49:16,16313,LilySeeun릴리세은,971,몇살이세요,0
30477,30478,13 14:49:16,16313,LilySeeun릴리세은,971,어디사세요,0
30478,30479,13 14:49:16,16313,LilySeeun릴리세은,971,직업이뭐예요,0
30479,30480,13 14:49:16,16313,LilySeeun릴리세은,971,키몸무게가 어떻게되세요,0
30480,30481,13 14:49:16,16313,LilySeeun릴리세은,971,남자친구있어요,0
30481,30482,13 14:49:17,16314,LilySeeun릴리세은,972,Q 남동생 몇살이신가요,0
30482,30483,13 14:49:17,16314,LilySeeun릴리세은,972,Q 캐나다에 얼마동안 있으실건가요,0
30483,30484,13 14:49:17,16314,LilySeeun릴리세은,972,Q꿈이 뭐인가요,0
30484,30485,13 14:49:17,16314,LilySeeun릴리세은,972,Q 캐나다에 인종차별 많아요,0
30485,30486,13 14:49:17,16314,LilySeeun릴리세은,972,Q 남자친구 있으세요,0
30486,30487,13 14:49:18,16315,LilySeeun릴리세은,973,남친 있어요,0
30488,30489,13 14:49:19,16317,LilySeeun릴리세은,975,사랑해용 언니,0
30490,30491,13 14:49:19,16318,LilySeeun릴리세은,976,다리길이 몇센치세요,0
30491,30492,13 14:49:19,16319,LilySeeun릴리세은,977,제일 잘쓰고 애정하는 화장품 무엇인가요,0
30493,30494,13 14:49:19,16319,LilySeeun릴리세은,977,세은언니가 바라는 앞으로의 꿈은,0
30494,30495,13 14:49:20,16320,LilySeeun릴리세은,978,편집은 어떻게 하시나요,0
30495,30496,13 14:49:20,16321,LilySeeun릴리세은,979,성대모사 어떻게 내시는거에요,0
30496,30497,13 14:49:21,16322,LilySeeun릴리세은,980,언니 본명 무엇인가요,0
30497,30498,13 14:49:21,16322,LilySeeun릴리세은,980,제일사랑하는 사람은 누구인가요,0
30498,30499,13 14:49:21,16322,LilySeeun릴리세은,980,언니 키는 몇cm인가요,0
30501,30502,13 14:49:22,16323,LilySeeun릴리세은,981,Q 언니는 꿈이 뭐예요,0
30502,30503,13 14:49:22,16323,LilySeeun릴리세은,981,Q 언니는 언제 릴리세은으로 유튜브른 시작했어요,0
30503,30504,13 14:49:22,16323,LilySeeun릴리세은,981,언니 사랑해요,0
30504,30505,13 14:49:22,16323,LilySeeun릴리세은,981,세세은세은 언세은 언니세은 언니 사세은 언니 사랑세은 언니 사랑해세은 언니 사랑해요,0
30505,30506,13 14:49:22,16323,LilySeeun릴리세은,981,세은 언니 사랑해세은 언니 사랑세은 언니 사세은 언니세은 언세은세세은 언니 항상 퐈이팅,0
30506,30507,13 14:49:23,16324,LilySeeun릴리세은,982,Q남자친구있으신가요,0
30507,30508,13 14:49:23,16325,LilySeeun릴리세은,983,엄청예쁘신데 그 비결이 뭔가요,0
30508,30509,13 14:49:23,16325,LilySeeun릴리세은,983,저만 알고싶지만크흠어느 대학 다니세요,0
30509,30510,13 14:49:23,16325,LilySeeun릴리세은,983,친구들이 유튜브  하는거 아나요,0
30510,30511,13 14:49:24,16326,LilySeeun릴리세은,984,옷은어떤종류를좋아하시나요,0
30511,30512,13 14:49:24,16327,LilySeeun릴리세은,985,이름이 왜 릴리세은인가요,0
30513,30514,13 14:49:24,16328,LilySeeun릴리세은,986,Q머리 무슨색으로 염색하셧나요,0
30514,30515,13 14:49:24,16328,LilySeeun릴리세은,986,Q탕수육 찍먹인가교 부먹인가요,0
30515,30516,13 14:49:25,16329,LilySeeun릴리세은,987,Q 인생탬 5가지 알려주세요,0
30516,30517,13 14:49:25,16329,LilySeeun릴리세은,987,Q 캐나다에서 살면 좋은 점 알려주세요,0
30517,30518,13 14:49:25,16329,LilySeeun릴리세은,987,Q 남자친구가 있는지와 어떻게 만나게 되었는지 알려주세요,0
30518,30519,13 14:49:26,16330,LilySeeun릴리세은,988,영어 언제 부터 잘하게 됐나요,0
30519,30520,13 14:49:26,16330,LilySeeun릴리세은,988,캐나다는 어떻게 해서 가게 되었나요,0
30520,30521,13 14:49:26,16330,LilySeeun릴리세은,988,영상 잘 보고 있어요,0
30521,30522,13 14:49:26,16331,LilySeeun릴리세은,989,혈액형은 뭔가용,0
30522,30523,13 14:49:27,16332,LilySeeun릴리세은,990,왜 유학가셨어용주변에서 유튜브 하시는거 아나요,0
30523,30524,13 14:49:27,16332,LilySeeun릴리세은,990,안다면 반응이 어때용키랑 몸무게용 몸무게용 좀 그러면 키만이라도,0
30525,30526,13 14:49:27,16333,LilySeeun릴리세은,991,옷이 너무 이뻐요Q 혹시 남친 있으신가요,0
30526,30527,13 14:49:27,16333,LilySeeun릴리세은,991,릴리세은님이라면 있을법도 한거같은데Q 유튜브를 시작하게 된 계기Q 성우에 관련된걸 배우시나요,0
30529,30530,13 14:49:29,16334,LilySeeun릴리세은,992,제발 Q유튜브 시작하게되신 계기 Q남자친구 있으세용Q왜 이름이 릴리세은인가용Q성대모사 어떻게하다,0
30530,30531,13 14:49:29,16334,LilySeeun릴리세은,992,하게 되셨어요,0
30533,30534,13 14:49:29,16335,LilySeeun릴리세은,993,가족과 같이 사나요,0
30534,30535,13 14:49:29,16336,LilySeeun릴리세은,994,캐나다에 온 계기가 무엇인가요,0
30536,30537,13 14:49:30,16337,LilySeeun릴리세은,995,캐나다  좋아하는 가수는한국 좋아하는 가수는,0
30538,30539,13 14:49:32,16339,LilySeeun릴리세은,997,♡캐나다로 유학가겠다고 결정한 이유는 뭐에용♡키가 몇센티세요,0
30539,30540,13 14:49:32,16339,LilySeeun릴리세은,997,♡영어빼고 특출나게 잘하는 과목은 뭐세요,0
30540,30541,13 14:49:32,16339,LilySeeun릴리세은,997,♡장래희망이 뭐세요,0
30541,30542,13 14:49:32,16339,LilySeeun릴리세은,997,질문은 끝이고 항상 생기발랄한 모습 너무 좋아영♡♡♡제가 젤 좋아하는 하트 받고 힘내세용,0
30542,30543,13 14:49:33,16340,LilySeeun릴리세은,998,세은님은 화장을 자주 하시는 편인가요,0
30543,30544,13 14:49:33,16340,LilySeeun릴리세은,998,캐나다에서 제일 유명한 곳은 어디고 세은님이 좋아하시는 곳은 어디인가요,0
30544,30545,13 14:49:33,16340,LilySeeun릴리세은,998,성대모사와 관련된 직업은 안하시고 왜 유튜버가 되셨나요,0
30545,30546,13 14:49:33,16340,LilySeeun릴리세은,998,세은님이 좋아하시는 노래는 무엇인가요,0
30546,30547,13 14:49:33,16340,LilySeeun릴리세은,998,좋아하는 캐릭터는 무엇인가요,0
30549,30550,13 14:49:34,16342,LilySeeun릴리세은,1000,성대모사는 어떻게 연습하시나요,0
30550,30551,13 14:49:34,16342,LilySeeun릴리세은,1000,유튜브를 시작하게 된 계기는 무엇인가요,0
30551,30552,13 14:49:35,16343,LilySeeun릴리세은,1001,남친있어요,0
30552,30553,13 14:49:35,16343,LilySeeun릴리세은,1001,키 몇이세요,0
30553,30554,13 14:49:35,16343,LilySeeun릴리세은,1001,꿈이 성우 인가요,0
30554,30555,13 14:49:36,16344,LilySeeun릴리세은,1002,캐나다로 간 이유가 있나요,0
30555,30556,13 14:49:36,16344,LilySeeun릴리세은,1002,이민을 간건가요,0
30556,30557,13 14:49:36,16344,LilySeeun릴리세은,1002,다시 한국으로 올 계획은우리나라와 캐나다의 다른점캐나다 사람들에게 우리나라의 인식캐나다 여행시에 영어를 조금밖에 못 해도 되는지 등등답변해주세요,0
30558,30559,13 14:49:36,16344,LilySeeun릴리세은,1002,진짜 너무 예뻐요,0
30559,30560,13 14:49:37,16345,LilySeeun릴리세은,1003,몇살이시죠,0
30560,30561,13 14:49:37,16345,LilySeeun릴리세은,1003,혈핵형은 무엇이신가요,0
30561,30562,13 14:49:37,16346,LilySeeun릴리세은,1004,생일이언젠가요,0
30563,30564,13 14:49:40,16348,LilySeeun릴리세은,1006,해외생활하면서 좋은점과나쁜점이 있어나용릴리세은님항상존경하고사랑합니댱,0
30564,30565,13 14:49:40,16349,LilySeeun릴리세은,1007,꿈이 뭐예요 ,0
30565,30566,13 14:49:40,16349,LilySeeun릴리세은,1007,왜 캐나다로 유학갔어요 ,0
30566,30567,13 14:49:41,16350,LilySeeun릴리세은,1008,사진 어떻게 해야 잘 찍혀요,0
30567,30568,13 14:49:41,16351,LilySeeun릴리세은,1009,키가 몇인가요,0
30568,30569,13 14:49:42,16352,LilySeeun릴리세은,1010,Q 장래희망이 무엇인가요,0
30569,30570,13 14:49:42,16352,LilySeeun릴리세은,1010,Q 왜 캐나다로 유학을 가신건가요,0
30570,30571,13 14:49:42,16352,LilySeeun릴리세은,1010,Q 캐나다 어때요,0
30571,30572,13 14:49:42,16352,LilySeeun릴리세은,1010,Q 유튜브를 시작하게된 계기 있으신가요,0
30572,30573,13 14:49:42,16352,LilySeeun릴리세은,1010,Q 남친 있으세요,0
30573,30574,13 14:49:42,16352,LilySeeun릴리세은,1010,릴리세은님 사랑해요  ,0
30574,30575,13 14:49:43,16353,LilySeeun릴리세은,1011,지금 생각나서 한번더 달아드리는데 괜찮으실까요,0
30575,30576,13 14:49:43,16353,LilySeeun릴리세은,1011,혹시 방송은 온제언제 올라오나요,0
30577,30578,13 14:49:43,16354,LilySeeun릴리세은,1012,성우를 생각해 보시는 건 아니죠,0
30578,30579,13 14:49:43,16354,LilySeeun릴리세은,1012,대학에서 무슨 과입니까,0
30579,30580,13 14:49:43,16354,LilySeeun릴리세은,1012,꿈이 무엇입니까,0
30580,30581,13 14:49:43,16355,LilySeeun릴리세은,1013,연예인누구팬인가요,0
30581,30582,13 14:49:43,16355,LilySeeun릴리세은,1013,나이가어떻게 되시나요,0
30582,30583,13 14:49:43,16355,LilySeeun릴리세은,1013,화장품 주로 뭐 쓰시나요,0
30583,30584,13 14:49:43,16355,LilySeeun릴리세은,1013,화장영상 꼭 올려주세요,0
30585,30586,13 14:49:44,16356,LilySeeun릴리세은,1014,어떻게하면 자기 자신을 사랑할수있게되고 자존감이높아지나요,0
30586,30587,13 14:49:46,16357,LilySeeun릴리세은,1015,Q릴리세은님은 캐나다에계속있으실거에요,0
30587,30588,13 14:49:46,16357,LilySeeun릴리세은,1015,Q좋아하는 연예인또는 배우같은사람있나요,0
30588,30589,13 14:49:46,16357,LilySeeun릴리세은,1015,Q첫사랑은있나요,0
30589,30590,13 14:49:46,16357,LilySeeun릴리세은,1015,Q좋아히는남자아이돌은 있나요,0
30590,30591,13 14:49:46,16357,LilySeeun릴리세은,1015,Q릴리세은님은 장래희망이뭐예요,0
30592,30593,13 14:49:46,16358,LilySeeun릴리세은,1016,유트브 닉네임과 구독차 애칭의 뜻이 궁금하용영상 항상 잘모고 있구사진 돠기 이뻐요,0
30598,30599,13 14:49:46,16359,LilySeeun릴리세은,1017,Q 키가 몇인가요,0
30599,30600,13 14:49:47,16360,LilySeeun릴리세은,1018,전 한가지만 물어볼게요 왤케 예쁘시나요  ,0
30601,30602,13 14:49:48,16362,LilySeeun릴리세은,1020,키가 몇cm인가영,0
30602,30603,13 14:49:48,16362,LilySeeun릴리세은,1020,유튜브를 시작한 계기가 무엇인가연,0
30603,30604,13 14:49:48,16362,LilySeeun릴리세은,1020,왤케 이뿌고 귀여우신가요,0
30605,30606,13 14:49:48,16363,LilySeeun릴리세은,1021,구독자 5만명 축하드려용Q좋아하는 음식이 뭔가용Q요리영상 올려주실수있으면 올려주세용,0
30609,30610,13 14:49:49,16365,LilySeeun릴리세은,1023,릴리세은님은 무엇을 할 때 행복하고어떡해 하면 행복해 지나요,0
